,TRAN_AMT,ACCT_PRE_TRAN_AVAIL_BAL,CUST_AGE,OPEN_ACCT_CT,WF_dvc_age,PWD_UPDT_TS,CARR_NAME,RGN_NAME,STATE_PRVNC_TXT,ALERT_TRGR_CD,DVC_TYPE_TXT,AUTHC_PRIM_TYPE_CD,AUTHC_SCNDRY_STAT_TXT,CUST_ZIP,CUST_STATE,PH_NUM_UPDT_TS,CUST_SINCE_DT,TRAN_TS,TRAN_DT,FRAUD_NONFRAUD,median_income,mean_income,overall_rank,state,fraud_score,id_theft_rank,fraud_rank,policy rank,AGE,year,month,fraud_hits,alert_counts,fraud_alert_ratio
2276,0.01,3604.09,Senior,6,2772,Unknown,highwinds network group  inc.,southeast,florida,ONLN,MOBILE,FACE_ID,ALLOW,95833,CA,1 year or Less,1987-01-09,Morning,4/19/2021,Fraud,63418.0,82805.0,6,CA,65.02,5,19,41,65,2021,4,3,7,0.42857142857142855
2277,459.48,0.0,Young Adult,6,851,2-3 years,comcast,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,95833,CA,Unknown,2004-10-11,Evening,1/11/2021,Non-Fraud,63418.0,82805.0,6,CA,65.02,5,19,41,25,2021,1,3,7,0.42857142857142855
2278,161.4,738.74,Senior,5,14,1 year or Less,att services inc,southwest,california,MOBL,missing,UN_PWD,ALLOW,95833,CA,1 year or Less,2002-03-11,Evening,5/12/2021,Non-Fraud,63418.0,82805.0,6,CA,65.02,5,19,41,64,2021,5,3,7,0.42857142857142855
2279,488.52,12355.52,Young Adult,7,136,1 year or Less,race technologies  inc.,southwest,california,ONLN,missing,UN_PWD,ALLOW,93638,CA,Unknown,1993-01-13,Afternoon,7/19/2021,Fraud,45811.0,61182.0,6,CA,65.02,5,19,41,27,2021,7,1,3,0.3333333333333333
2280,0.01,3027.13,Senior,9,54,Unknown,missing,missing,missing,MOBL,MOBILE,AFA_PL,ALLOW,93638,CA,2-3 years,2004-01-01,Morning,1/5/2021,Non-Fraud,45811.0,61182.0,6,CA,65.02,5,19,41,61,2021,1,1,3,0.3333333333333333
2281,952.26,3403.74,Adult,5,183,1 year or Less,missing,missing,missing,ONLN,MOBILE,UN_PWD,ALLOW,93638,CA,Unknown,1995-06-30,Morning,5/5/2021,Non-Fraud,45811.0,61182.0,6,CA,65.02,5,19,41,46,2021,5,1,3,0.3333333333333333
2282,0.01,0.0,Senior,3,47,1 year or Less,charter communications inc,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,95035,CA,3-4 years,2002-04-01,Morning,2/17/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,70,2021,2,5,25,0.2
2283,0.01,0.0,Senior,4,544,1 year or Less,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,95035,CA,Unknown,1997-09-01,Afternoon,5/4/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,64,2021,5,5,25,0.2
2284,490.73,1605.91,Senior,3,0,1 year or Less,missing,missing,missing,ONLN,DESKTOP,UN_PWD,ALLOW,95035,CA,Unknown,2003-11-19,Afternoon,6/18/2021,Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,60,2021,6,5,25,0.2
2285,0.01,0.0,Adult,3,179,2-3 years,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,95035,CA,1 year or Less,1995-10-21,Evening,2/13/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,45,2021,2,5,25,0.2
2286,495.52,8887.94,Adult,5,140,2-3 years,comcast cable communications  llc,southwest,california,ONLN,DESKTOP,UN_PWD,CHALLENGE_SUCCESS,95035,CA,1 year or Less,1991-06-21,Morning,6/21/2021,Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,46,2021,6,5,25,0.2
2287,468.82,0.0,Senior,3,1427,3-4 years,centurylink communications  llc,southwest,arizona,MOBL,DESKTOP,UN_PWD,ALLOW,95035,CA,1 year or Less,2008-11-14,Morning,6/13/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,60,2021,6,5,25,0.2
2288,143.38,0.0,Senior,3,265,1 year or Less,missing,missing,missing,ONLN,MOBILE,UN_PWD,ALLOW,95035,CA,1 year or Less,1993-11-04,Morning,6/5/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,67,2021,6,5,25,0.2
2289,0.01,0.0,Senior,3,1250,1 year or Less,missing,missing,missing,MOBL,MOBILE,UN_PWD,ALLOW,95035,CA,Unknown,2002-07-24,Afternoon,2/21/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,74,2021,2,5,25,0.2
2290,494.93,3331.43,Senior,3,13,1 year or Less,missing,missing,missing,MOBL,DESKTOP,UN_PWD,ALLOW,95035,CA,1 year or Less,1976-10-30,Morning,3/15/2021,Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,79,2021,3,5,25,0.2
2291,3.92,63.13,Senior,3,518,2-3 years,centurylink communications  llc,southwest,arizona,ONLN,missing,UN_PWD,ALLOW,95035,CA,Unknown,2001-09-19,Afternoon,5/13/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,67,2021,5,5,25,0.2
2292,8.57,5876.54,Senior,2,264,2-3 years,att services inc,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,95035,CA,Unknown,2006-07-01,Afternoon,7/29/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,82,2021,7,5,25,0.2
2293,5.81,684.2,Adult,4,2447,2-3 years,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,95035,CA,1 year or Less,2006-02-26,Early Morning,1/10/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,47,2021,1,5,25,0.2
2294,0.01,0.0,Adult,4,58,1 year or Less,comcast cable communications  llc,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,95035,CA,2-3 years,2011-07-01,Morning,6/14/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,47,2021,6,5,25,0.2
2295,490.47,11697.6,Adult,4,154,3-4 years,tel-star communications  inc,great lakes,illinois,ONLN,DESKTOP,UN_PWD,ALLOW,95035,CA,Unknown,2016-12-21,Evening,2/28/2021,Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,51,2021,2,5,25,0.2
2296,0.01,274.72,Adult,3,152,1 year or Less,t-mobile usa  inc.,northeast,new york,ONLN,MOBILE,UN_PWD,ALLOW,95035,CA,1 year or Less,1995-06-25,Evening,1/18/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,44,2021,1,5,25,0.2
2297,473.65,0.0,Adult,4,287,3-4 years,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,95035,CA,Unknown,2017-03-03,Evening,5/25/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,54,2021,5,5,25,0.2
2298,0.01,0.0,Adult,3,1916,3-4 years,missing,missing,missing,ONLN,MOBILE,UN_PWD,ALLOW,95035,CA,2-3 years,2001-02-05,Afternoon,3/9/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,59,2021,3,5,25,0.2
2299,0.01,196.45,Adult,4,464,Unknown,t-mobile usa  inc.,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,95035,CA,Unknown,1997-02-26,Morning,7/21/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,43,2021,7,5,25,0.2
2300,0.01,0.0,Adult,3,352,1 year or Less,charter communications inc,southwest,california,MOBL,MOBILE,AFA_PL,ALLOW,95035,CA,Unknown,2018-03-01,Evening,3/21/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,46,2021,3,5,25,0.2
2301,494.12,2650.08,Senior,7,638,1 year or Less,charter communications inc,southwest,california,ONLN,missing,UN_PWD,ALLOW,95035,CA,1 year or Less,1981-06-20,Afternoon,5/20/2021,Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,70,2021,5,5,25,0.2
2302,4.67,0.0,Young Adult,3,1295,Unknown,cox communications inc.,southwest,arizona,MOBL,DESKTOP,UN_PWD,ALLOW,95035,CA,Unknown,2003-08-04,Afternoon,5/14/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,20,2021,5,5,25,0.2
2303,47.78,0.0,Senior,4,12,Unknown,cox communications inc.,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,95035,CA,Unknown,2001-05-14,Morning,5/28/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,63,2021,5,5,25,0.2
2304,461.03,123.46,Adult,9,127,1 year or Less,cox communications inc.,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,95035,CA,Unknown,2002-10-06,Early Morning,5/13/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,44,2021,5,5,25,0.2
2305,2051.95,429.54,Young Adult,4,70,Unknown,t-mobile usa  inc.,south central,texas,MOBL,DESKTOP,TOUCH_ID,ALLOW,95035,CA,Unknown,1996-06-27,Morning,6/6/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,20,2021,6,5,25,0.2
2306,337.94,9068.39,Senior,3,210,Unknown,cable one  inc.,south central,missouri,MOBL,MOBILE,UN_PWD,ALLOW,95035,CA,2-3 years,1998-02-01,Evening,6/8/2021,Non-Fraud,132236.0,154546.0,6,CA,65.02,5,19,41,66,2021,6,5,25,0.2
2307,29.08,85762.55,Young Adult,3,288,1 year or Less,cox communications inc.,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,95824,CA,Unknown,2012-10-27,Evening,4/28/2021,Non-Fraud,38985.0,50637.0,6,CA,65.02,5,19,41,24,2021,4,2,5,0.4
2308,525.18,6829.76,Senior,8,118,Unknown,missing,missing,missing,MOBL,TABLET,TOUCH_ID,ALLOW,95824,CA,3-4 years,2010-04-03,Afternoon,5/16/2021,Non-Fraud,38985.0,50637.0,6,CA,65.02,5,19,41,62,2021,5,2,5,0.4
2309,491.85,3951.39,Adult,7,2328,1 year or Less,cox communications inc.,midwest,kansas,MOBL,DESKTOP,UN_PWD,ALLOW,95824,CA,1 year or Less,1998-04-16,Morning,4/19/2021,Fraud,38985.0,50637.0,6,CA,65.02,5,19,41,47,2021,4,2,5,0.4
2310,11.93,0.0,Young Adult,6,383,Unknown,cox communications inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,95824,CA,2-3 years,2010-02-10,Evening,6/3/2021,Non-Fraud,38985.0,50637.0,6,CA,65.02,5,19,41,20,2021,6,2,5,0.4
2311,131.64,2295.07,Adult,6,644,1 year or Less,cellco partnership dba verizon wireless,southeast,mississippi,ONLN,MOBILE,FACE_ID,CHALLENGE_SUCCESS,95824,CA,Unknown,1997-07-14,Evening,5/17/2021,Fraud,38985.0,50637.0,6,CA,65.02,5,19,41,33,2021,5,2,5,0.4
2312,158.47,3325.04,Adult,62,559,Unknown,comcast cable communications  llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,92506,CA,Unknown,2021-03-30,Unknown,2021-03-30 00:00:00,Non-Fraud,98111.0,121056.0,6,CA,65.02,5,19,41,34,9999,,1,4,0.25
2313,19.26,949.59,Senior,6,53,1 year or Less,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,92506,CA,3-4 years,1985-02-19,Afternoon,5/27/2021,Non-Fraud,98111.0,121056.0,6,CA,65.02,5,19,41,84,2021,5,1,4,0.25
2314,495.08,65220.57,Adult,3,3,1 year or Less,hughes network systems,southeast,florida,MOBL,TABLET,FACE_ID,ALLOW,92506,CA,Unknown,2014-08-21,Afternoon,4/23/2021,Fraud,98111.0,121056.0,6,CA,65.02,5,19,41,43,2021,4,1,4,0.25
2315,0.01,0.0,Senior,6,354,1 year or Less,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,92506,CA,2-3 years,2002-08-17,Morning,1/3/2021,Non-Fraud,98111.0,121056.0,6,CA,65.02,5,19,41,68,2021,1,1,4,0.25
2316,59.97,472.58,Senior,9,201,1 year or Less,missing,missing,missing,ONLN,MOBILE,UN_PWD,ALLOW,92651,CA,Unknown,1995-08-02,Morning,2/13/2021,Non-Fraud,132222.0,215188.0,6,CA,65.02,5,19,41,60,2021,2,1,14,0.07142857142857142
2317,1.11,0.0,Senior,3,101,Unknown,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,92651,CA,Unknown,1995-02-28,Evening,2/9/2021,Non-Fraud,132222.0,215188.0,6,CA,65.02,5,19,41,64,2021,2,1,14,0.07142857142857142
2318,362.81,37117.81,Senior,7,223,1 year or Less,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,92651,CA,Unknown,2019-11-23,Morning,6/30/2021,Non-Fraud,132222.0,215188.0,6,CA,65.02,5,19,41,67,2021,6,1,14,0.07142857142857142
2319,37.93,0.0,Senior,7,22,1 year or Less,missing,missing,missing,MOBL,DESKTOP,FACE_ID,ALLOW,92651,CA,Unknown,2004-07-25,Morning,6/24/2021,Non-Fraud,132222.0,215188.0,6,CA,65.02,5,19,41,71,2021,6,1,14,0.07142857142857142
2320,25.58,0.0,Senior,3,743,1 year or Less,t-mobile usa  inc.,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,92651,CA,Unknown,1998-08-25,Morning,1/9/2021,Non-Fraud,132222.0,215188.0,6,CA,65.02,5,19,41,70,2021,1,1,14,0.07142857142857142
2321,8.73,0.0,Adult,11,182,1 year or Less,att services inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,92651,CA,Unknown,2002-08-29,Early Morning,1/28/2021,Non-Fraud,132222.0,215188.0,6,CA,65.02,5,19,41,54,2021,1,1,14,0.07142857142857142
2322,33.04,0.0,Senior,4,163,Unknown,t-mobile usa  inc.,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,92651,CA,Unknown,1995-01-02,Afternoon,6/5/2021,Non-Fraud,132222.0,215188.0,6,CA,65.02,5,19,41,68,2021,6,1,14,0.07142857142857142
2323,0.01,0.0,Adult,6,57,1 year or Less,t-mobile usa  inc.,northeast,new york,MOBL,MOBILE,FACE_ID,ALLOW,92651,CA,Unknown,2001-11-26,Evening,6/13/2021,Non-Fraud,132222.0,215188.0,6,CA,65.02,5,19,41,48,2021,6,1,14,0.07142857142857142
2324,68.28,2944.53,Adult,6,72,1 year or Less,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,92651,CA,2-3 years,2001-09-13,Afternoon,1/4/2021,Non-Fraud,132222.0,215188.0,6,CA,65.02,5,19,41,30,2021,1,1,14,0.07142857142857142
2325,490.65,3161.55,Senior,23,0,2-3 years,cox communications inc.,southwest,nevada,ONLN,DESKTOP,UN_PWD,ALLOW,92651,CA,1 year or Less,1992-04-30,Afternoon,6/23/2021,Fraud,132222.0,215188.0,6,CA,65.02,5,19,41,66,2021,6,1,14,0.07142857142857142
2326,317.7,0.0,Adult,6,1323,1 year or Less,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,92651,CA,Unknown,2014-07-13,Afternoon,5/3/2021,Non-Fraud,132222.0,215188.0,6,CA,65.02,5,19,41,54,2021,5,1,14,0.07142857142857142
2327,474.22,2321.17,Young Adult,3,762,Unknown,charter communications,southeast,georgia,MOBL,missing,AFA_PL,ALLOW,92651,CA,Unknown,1994-01-21,Early Morning,3/11/2021,Non-Fraud,132222.0,215188.0,6,CA,65.02,5,19,41,24,2021,3,1,14,0.07142857142857142
2328,485.21,0.0,Senior,6,353,Unknown,comcast,southeast,tennessee,MOBL,MOBILE,AFA_PL,ALLOW,92651,CA,Unknown,1998-02-26,Afternoon,5/12/2021,Non-Fraud,132222.0,215188.0,6,CA,65.02,5,19,41,81,2021,5,1,14,0.07142857142857142
2329,0.01,0.0,Senior,5,78,Unknown,cellco partnership dba verizon wireless,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,92651,CA,Unknown,1982-01-18,Afternoon,4/28/2021,Non-Fraud,132222.0,215188.0,6,CA,65.02,5,19,41,79,2021,4,1,14,0.07142857142857142
2330,477.85,263250.33,Senior,45,498,Unknown,cablemas telecomunicaciones sa de cv,unknown,baja california,ONLN,DESKTOP,AFA_PL,ALLOW,94027,CA,Unknown,2018-08-13,Evening,8/19/2021,Non-Fraud,0.0,511713.0,6,CA,65.02,5,19,41,102,2021,8,0,2,0.0
2331,454.73,0.0,Adult,5,1549,1 year or Less,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,94027,CA,2-3 years,1998-09-20,Afternoon,5/4/2021,Non-Fraud,0.0,511713.0,6,CA,65.02,5,19,41,46,2021,5,0,2,0.0
2332,6.68,8842.38,Adult,8,253,1 year or Less,comcast,southwest,california,MOBL,MOBILE,AFA_PL,ALLOW,95330,CA,Unknown,1953-01-11,Afternoon,6/27/2021,Non-Fraud,85092.0,96114.0,6,CA,65.02,5,19,41,38,2021,6,0,1,0.0
2333,366.09,378.57,Senior,11,377,3-4 years,cox communications inc.,southwest,nevada,ONLN,MOBILE,UN_PWD,CHALLENGE_SUCCESS,92081,CA,1 year or Less,1961-02-28,Evening,2/8/2021,Non-Fraud,82989.0,98388.0,6,CA,65.02,5,19,41,62,2021,2,0,4,0.0
2334,186.88,193884.27,Adult,5,1008,2-3 years,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,92081,CA,1 year or Less,2007-07-20,Morning,3/18/2021,Non-Fraud,82989.0,98388.0,6,CA,65.02,5,19,41,42,2021,3,0,4,0.0
2335,48.21,0.0,Senior,3,660,Unknown,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,CHALLENGE_SUCCESS,92081,CA,Unknown,1979-09-07,Afternoon,5/6/2021,Non-Fraud,82989.0,98388.0,6,CA,65.02,5,19,41,61,2021,5,0,4,0.0
2336,0.01,0.0,Adult,4,24,Unknown,att services inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,92081,CA,Unknown,2001-02-22,Afternoon,7/9/2021,Non-Fraud,82989.0,98388.0,6,CA,65.02,5,19,41,41,2021,7,0,4,0.0
2337,4.55,0.0,Young Adult,6,50,Unknown,cox communications inc.,southwest,arizona,ONLN,DESKTOP,UN_PWD,ALLOW,94517,CA,2-3 years,1998-08-25,Morning,5/24/2021,Non-Fraud,150032.0,179178.0,6,CA,65.02,5,19,41,21,2021,5,0,2,0.0
2338,49.58,2100.3,Young Adult,3,312,2-3 years,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,94517,CA,Unknown,2014-11-02,Morning,2/28/2021,Non-Fraud,150032.0,179178.0,6,CA,65.02,5,19,41,29,2021,2,0,2,0.0
2339,493.37,9155.07,Senior,5,36,1 year or Less,cellco partnership dba verizon wireless,southwest,california,MOBL,MOBILE,TOUCH_ID,ALLOW,92011,CA,1 year or Less,1978-04-01,Afternoon,6/26/2021,Fraud,116382.0,158926.0,6,CA,65.02,5,19,41,81,2021,6,1,6,0.16666666666666666
2340,0.01,0.0,Senior,4,34,2-3 years,att services inc,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,92011,CA,2-3 years,1996-01-09,Evening,4/27/2021,Non-Fraud,116382.0,158926.0,6,CA,65.02,5,19,41,70,2021,4,1,6,0.16666666666666666
2341,0.78,0.0,Senior,5,73,3-4 years,comcast,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,92011,CA,Unknown,1989-06-20,Afternoon,6/11/2021,Non-Fraud,116382.0,158926.0,6,CA,65.02,5,19,41,66,2021,6,1,6,0.16666666666666666
2342,10.37,0.0,Senior,4,354,Unknown,frontier communications of america  inc.,southwest,arizona,MOBL,missing,UN_PWD,ALLOW,92011,CA,1 year or Less,2009-12-28,Evening,2/3/2021,Non-Fraud,116382.0,158926.0,6,CA,65.02,5,19,41,70,2021,2,1,6,0.16666666666666666
2343,460.5,0.0,Adult,2,859,2-3 years,comcast,south central,texas,MOBL,missing,UN_PWD,ALLOW,92011,CA,2-3 years,2000-08-05,Early Morning,1/4/2021,Non-Fraud,116382.0,158926.0,6,CA,65.02,5,19,41,37,2021,1,1,6,0.16666666666666666
2344,460.41,0.0,Adult,8,562,Unknown,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,92011,CA,Unknown,1994-01-18,Morning,2/23/2021,Non-Fraud,116382.0,158926.0,6,CA,65.02,5,19,41,41,2021,2,1,6,0.16666666666666666
2345,9.65,0.0,Senior,2,1226,2-3 years,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,92507,CA,Unknown,2000-05-13,Evening,7/28/2021,Non-Fraud,51288.0,66172.0,6,CA,65.02,5,19,41,60,2021,7,2,4,0.5
2346,407.14,1799.55,Senior,2,2469,2-3 years,missing,missing,missing,ONLN,DESKTOP,FACE_ID,ALLOW,92507,CA,2-3 years,2016-02-02,Afternoon,1/18/2021,Fraud,51288.0,66172.0,6,CA,65.02,5,19,41,65,2021,1,2,4,0.5
2347,19.62,3555.12,Senior,71,2082,Unknown,internap holding llc,mountain,colorado,MOBL,MOBILE,AFA_PL,ALLOW,92507,CA,2-3 years,2010-10-14,Afternoon,3/29/2021,Non-Fraud,51288.0,66172.0,6,CA,65.02,5,19,41,60,2021,3,2,4,0.5
2348,484.97,4801.99,Senior,5,0,1 year or Less,missing,missing,missing,MOBL,DESKTOP,UN_PWD,ALLOW,92507,CA,1 year or Less,1997-10-01,Morning,1/14/2021,Fraud,51288.0,66172.0,6,CA,65.02,5,19,41,81,2021,1,2,4,0.5
2349,7.63,681.64,Adult,3,49,1 year or Less,att services inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,92028,CA,Unknown,1998-04-24,Morning,6/16/2021,Non-Fraud,74708.0,99202.0,6,CA,65.02,5,19,41,40,2021,6,0,8,0.0
2350,444.67,19066.59,Senior,3,346,3-4 years,the city of new york,northeast,new york,MOBL,TABLET,UN_PWD,ALLOW,92028,CA,Unknown,2011-08-04,Afternoon,4/13/2021,Non-Fraud,74708.0,99202.0,6,CA,65.02,5,19,41,66,2021,4,0,8,0.0
2351,25.97,0.0,Adult,3,9,2-3 years,comcast,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,92028,CA,Unknown,2011-02-28,Evening,1/26/2021,Non-Fraud,74708.0,99202.0,6,CA,65.02,5,19,41,48,2021,1,0,8,0.0
2352,103.38,3165.82,Senior,2,1206,2-3 years,centurylink communications  llc,southwest,arizona,MOBL,DESKTOP,UN_PWD,ALLOW,92028,CA,Unknown,1996-02-14,Afternoon,4/16/2021,Non-Fraud,74708.0,99202.0,6,CA,65.02,5,19,41,77,2021,4,0,8,0.0
2353,401.7,1545.47,Senior,3,835,2-3 years,att services inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,92028,CA,Unknown,2014-08-01,Evening,1/17/2021,Non-Fraud,74708.0,99202.0,6,CA,65.02,5,19,41,71,2021,1,0,8,0.0
2354,40.18,0.0,Senior,3,614,2-3 years,cox communications inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,92028,CA,3-4 years,1998-07-07,Early Morning,7/19/2021,Non-Fraud,74708.0,99202.0,6,CA,65.02,5,19,41,75,2021,7,0,8,0.0
2355,0.01,0.0,Adult,3,878,1 year or Less,missing,missing,missing,ONLN,MOBILE,UN_PWD,ALLOW,92028,CA,3-4 years,1997-12-26,Afternoon,6/1/2021,Non-Fraud,74708.0,99202.0,6,CA,65.02,5,19,41,45,2021,6,0,8,0.0
2356,6.57,108.61,Young Adult,11,108,1 year or Less,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,FACE_ID,ALLOW,92028,CA,1 year or Less,2013-02-21,Evening,2/28/2021,Non-Fraud,74708.0,99202.0,6,CA,65.02,5,19,41,19,2021,2,0,8,0.0
2357,0.01,0.0,Senior,4,245,1 year or Less,cox communications inc.,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,92660,CA,1 year or Less,1992-06-26,Afternoon,6/4/2021,Non-Fraud,123955.0,198667.0,6,CA,65.02,5,19,41,68,2021,6,4,19,0.21052631578947367
2358,108.27,0.0,Adult,5,109,Unknown,missing,missing,missing,MOBL,MOBILE,UN_PWD,ALLOW,92660,CA,Unknown,2016-04-01,Morning,1/27/2021,Non-Fraud,123955.0,198667.0,6,CA,65.02,5,19,41,42,2021,1,4,19,0.21052631578947367
2359,8.99,1635.4,Senior,4,328,Unknown,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,92660,CA,3-4 years,1998-09-21,Evening,6/29/2021,Non-Fraud,123955.0,198667.0,6,CA,65.02,5,19,41,62,2021,6,4,19,0.21052631578947367
2360,139.99,7077.46,Senior,7,35,2-3 years,charter communications inc,southwest,california,ONLN,MOBILE,AFA_PL,ALLOW,92660,CA,2-3 years,2002-09-18,Evening,3/18/2021,Non-Fraud,123955.0,198667.0,6,CA,65.02,5,19,41,61,2021,3,4,19,0.21052631578947367
2361,0.01,0.0,Young Adult,4,906,1 year or Less,missing,missing,missing,MOBL,MOBILE,UN_PWD,ALLOW,92660,CA,2-3 years,1982-08-12,Morning,7/9/2021,Non-Fraud,123955.0,198667.0,6,CA,65.02,5,19,41,29,2021,7,4,19,0.21052631578947367
2362,0.01,0.0,Senior,2,137,Unknown,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,92660,CA,Unknown,2001-04-02,Afternoon,3/2/2021,Non-Fraud,123955.0,198667.0,6,CA,65.02,5,19,41,60,2021,3,4,19,0.21052631578947367
2363,467.55,0.0,Senior,6,643,1 year or Less,missing,missing,missing,ONLN,MOBILE,FACE_ID,ALLOW,92660,CA,Unknown,1970-07-26,Morning,6/10/2021,Non-Fraud,123955.0,198667.0,6,CA,65.02,5,19,41,61,2021,6,4,19,0.21052631578947367
2364,265.26,0.0,Senior,4,13,1 year or Less,att services inc,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,92660,CA,Unknown,1998-04-30,Afternoon,6/19/2021,Non-Fraud,123955.0,198667.0,6,CA,65.02,5,19,41,60,2021,6,4,19,0.21052631578947367
2365,0.01,0.0,Adult,4,2270,1 year or Less,charter communications inc,southwest,california,ONLN,missing,UN_PWD,ALLOW,92660,CA,Unknown,1997-01-09,Evening,2/28/2021,Non-Fraud,123955.0,198667.0,6,CA,65.02,5,19,41,47,2021,2,4,19,0.21052631578947367
2366,488.67,4565.94,Senior,4,1704,1 year or Less,missing,missing,missing,ONLN,DESKTOP,UN_PWD,ALLOW,92660,CA,2-3 years,1988-02-22,Evening,1/7/2021,Fraud,123955.0,198667.0,6,CA,65.02,5,19,41,79,2021,1,4,19,0.21052631578947367
2367,57.03,1209.07,Senior,14,2060,1 year or Less,comcast,southwest,california,ONLN,MOBILE,TOUCH_ID,ALLOW,92660,CA,Unknown,1902-04-30,Evening,1/30/2021,Non-Fraud,123955.0,198667.0,6,CA,65.02,5,19,41,76,2021,1,4,19,0.21052631578947367
2368,0.01,0.0,Adult,4,250,1 year or Less,comcast cable communications  llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,92660,CA,2-3 years,2001-02-28,Afternoon,1/19/2021,Non-Fraud,123955.0,198667.0,6,CA,65.02,5,19,41,47,2021,1,4,19,0.21052631578947367
2369,145.37,924.92,Senior,6,18,Unknown,att services inc,southwest,california,MOBL,missing,UN_PWD,ALLOW,92660,CA,Unknown,1984-01-05,Afternoon,2/23/2021,Non-Fraud,123955.0,198667.0,6,CA,65.02,5,19,41,69,2021,2,4,19,0.21052631578947367
